ATCLNO,동,PRC,500m_내_마트수,500m_내_버스수,500m_내_경찰수,500m_내_학교수,가장가까운지하철거리
2432131263,신대방동,7000,0,51,0,1,0.6236771648367351
2433794195,신대방동,16200,0,50,0,1,0.566380506826901
2432201899,노량진동,5000,2,26,0,2,0.8410003893233555
2432200033,신대방동,4000,2,26,0,2,0.8410003893233555
2429715246,가양동,15000,2,30,0,2,0.4965339706993136
2429567923,가양동,20000,2,36,0,1,0.5998124025862838
2433413218,공항동,26000,1,38,0,1,0.8552592738988812
2431394288,마곡동,7000,2,40,0,1,0.4350864613512699
2429578952,마곡동,13000,2,41,0,1,0.455134705268723
2429330918,마곡동,10000,2,41,0,1,0.4550637695968855
2434431888,마곡동,21000,0,30,0,1,0.5327881403530627
2429423217,화곡동,15000,2,32,0,1,0.2500550440255054
2429694839,화곡동,32000,2,32,0,1,0.2301772239940176
2431389349,화곡동,33000,2,32,0,1,0.2301772239940176
2433497928,화곡동,28000,2,26,0,1,0.4360214610121961
2433361561,화곡동,12000,1,27,1,3,0.4794298103211513
2431201255,화곡동,9900,1,25,1,2,0.5190218832082212
2433362882,화곡동,11000,0,30,1,4,0.2766977471649584
2429414135,화곡동,5000,0,33,1,3,0.2399087981484346
2433362854,화곡동,7000,0,24,1,4,0.3948387464358336
2433520774,화곡동,17000,0,27,1,5,0.3004746367807402
2432443523,화곡동,35000,1,27,1,4,0.432972389015796
2431257552,화곡동,26250,1,14,0,3,0.131203682524045
2433545082,화곡동,10000,1,15,0,3,0.1551638965095302
2431307567,화곡동,22000,2,24,0,3,0.2204459631236975
2433557874,화곡동,25000,0,16,0,0,0.4411371298214149
2431270545,화곡동,19000,0,18,2,2,0.3527918024494901
2434379795,화곡동,60000,1,11,0,3,0.6959803341408066
2434517824,화곡동,75000,1,14,0,3,0.5166232032211596
2432044942,화곡동,54000,0,26,1,2,0.3642714616250704
2434207830,화곡동,20300,0,29,1,1,1.003362992099352
2434130197,화곡동,20300,0,29,1,1,1.003362992099352
2434202451,화곡동,16000,1,27,1,3,0.7392719722709535
2432433687,화곡동,55000,0,23,1,3,0.7802643695224755
2434214683,화곡동,46000,1,24,0,1,0.4829496066902831
2434534760,상도동,73000,2,13,0,1,0.2075963375809829
2434512279,상도동,70000,2,13,0,1,0.2075963375809829
2434505302,상도동,85000,2,16,0,3,0.1098178450719928
2434503273,상도동,70000,2,22,0,1,0.3683318496293415
2434587534,신대방동,100000,1,20,1,0,0.4779532157273501
2433453415,신대방동,60000,1,23,0,0,0.4716832812952256
2432268591,신대방동,14800,1,24,0,2,0.9133176949138792
2432118950,화곡동,17000,1,13,1,0,0.3568333625864349
2433760993,화곡동,29000,0,9,1,0,0.5531124836088971
2432226300,화곡동,23400,2,28,1,1,1.0995517565952768
2430899794,화곡동,70000,1,29,0,3,0.2639367170810459
2434376909,화곡동,75000,0,26,0,1,0.4277610507091606
2431989855,화곡동,62000,0,19,0,0,0.6449144947841412
2434378050,가양동,50000,0,23,1,7,0.8730567018326435
2434377748,공항동,50000,0,27,1,2,1.2243955618347495
2433920892,공항동,55000,1,25,0,2,0.5817575732523013
2433728443,등촌동,28450,0,4,1,4,0.7665868588365558
2432262404,등촌동,28450,0,4,1,4,0.7665868588365558
2433778335,등촌동,15000,0,13,0,2,1.2775301495206024
2433909752,등촌동,26000,1,25,1,3,0.2842463630446419
2434513526,내발산동,45000,1,22,1,1,0.5037210676843019
2430636453,내발산동,70000,1,15,0,4,0.5205290837614178
2434476110,내발산동,92000,0,31,0,1,0.4747857978041431
2433424219,등촌동,75000,0,30,1,2,0.2724526898808013
2434494743,등촌동,69000,1,32,0,1,0.1704366314588718
2431292113,등촌동,15000,0,29,0,4,0.6045422088950284
2434470609,등촌동,100000,1,18,0,3,0.6985847535141628
2434448183,신대방동,82000,1,17,0,3,0.7056050240101164
2434446657,신대방동,100000,0,18,0,2,0.873188877220995
2433726425,신대방동,100000,1,18,0,3,0.6985228682918232
2432410478,신대방동,90000,0,18,0,3,0.8079988481126031
2432366620,신대방동,90000,0,18,0,2,0.873188877220995
2433640514,신대방동,90000,0,18,0,3,0.8150523176864376
2434626390,신대방동,80000,1,17,0,3,0.7056050240101164
2434623417,신대방동,80000,1,17,0,3,0.7056050240101164
2434094624,신대방동,85000,0,18,0,2,0.873188877220995
2434107828,신대방동,73000,0,19,1,1,0.3734827791449412
2433703752,신대방동,73000,0,19,1,1,0.3974914596783779
2433031298,신대방동,12000,1,23,1,2,0.1130769813731558
2432799692,신대방동,21000,1,26,2,1,0.3758023140957306
2431751950,신대방동,7000,1,21,0,2,0.2584453113740522
2433807216,신대방동,16000,0,23,0,1,0.6637612883908109
2433092370,신대방동,20000,0,23,0,1,0.6522907671107965
2434693795,신대방동,18000,0,29,0,2,0.3072753332024243
2432350487,신대방동,14000,0,27,0,2,0.4326880599427365
2430563555,신대방동,11000,0,28,0,2,0.254965015831876
2433307886,신대방동,10000,0,25,1,2,0.4257625684194208
2432950442,신대방동,15000,0,23,1,1,0.5524830274143785
2430109917,신대방동,23100,0,22,1,1,0.5426153632055385
2433409969,신대방동,19300,1,17,1,3,0.2871941249453552
2433803368,신대방동,26300,1,17,1,3,0.2871941249453552
2434245685,신대방동,27000,1,17,1,3,0.2871941249453552
2434245734,신대방동,27000,1,17,1,3,0.2871941249453552
2432539907,신대방동,55000,1,25,0,5,0.3761255442499277
2434546441,흑석동,63000,1,33,0,5,0.6374311325339436
2429837688,등촌동,30000,3,38,0,8,0.3083748513492475
2432237390,등촌동,27000,3,38,0,8,0.2452518699389345
2434509499,등촌동,100000,0,5,1,3,0.9819059394927632
2434186427,등촌동,87000,0,5,1,3,0.9819059394927632
2434140120,등촌동,65000,0,5,1,4,0.7441726137892145
2434479525,등촌동,130000,2,21,0,1,0.3832749223184718
2434477228,등촌동,80000,1,20,0,0,0.4883311522019324
2430668635,등촌동,17900,0,22,1,2,0.242488109415359
2430754807,등촌동,6500,0,19,0,1,0.3408613636150627
2430609155,등촌동,6500,0,19,0,1,0.3408613636150627
2431855608,등촌동,22000,0,16,0,1,0.5031709069735426
2434222543,등촌동,30000,0,18,0,1,0.491539687543481
2434223275,등촌동,22500,0,18,0,1,0.491539687543481
2430138396,등촌동,27000,0,4,1,4,0.7483407755530964
2434155285,등촌동,25000,0,8,1,5,0.2963443830571072
2434155796,등촌동,29400,0,11,1,1,1.2356145666115128
2432546591,등촌동,35000,1,28,0,2,0.3724634531980035
2431519774,등촌동,28000,2,17,0,3,0.1954562117885285
2434476158,마곡동,77000,0,14,0,3,0.4161552801449344
2434595494,마곡동,95000,2,25,1,3,0.5195875179948598
2431989722,마곡동,18400,0,11,1,3,0.540815226808318
2433731591,방화동,25500,1,21,0,2,0.2757689814183357
2432252992,방화동,7000,2,27,0,9,0.2646961828996702
2433781088,방화동,37000,0,19,0,2,0.3160145342256362
2431960451,방화동,11000,1,21,0,3,0.4791485004821669
2431902372,방화동,14800,1,21,0,6,0.5358138953744054
2431983341,등촌동,9000,1,21,0,1,0.2092524877568353
2431952644,마곡동,9000,1,22,0,4,0.2548989708533275
2433737819,방화동,15000,1,22,1,3,0.3599266177248597
2433931770,염창동,50000,2,15,1,4,0.2285247766220759
2433986107,염창동,27460,3,13,1,3,0.4023925487664191
2430063245,화곡동,20200,3,21,0,1,0.3135158038622393
2431933623,화곡동,5500,0,28,1,2,0.9318728719145796
2433971608,화곡동,18300,1,39,0,1,0.3732202892713602
2430763105,화곡동,24400,1,39,0,1,0.3512842839472981
2432117694,화곡동,16000,1,39,0,1,0.3512842839472981
2430777412,흑석동,17000,0,49,0,1,0.6448607248425288
2433980457,흑석동,17000,2,26,0,2,0.7205688598132497
2429677280,노량진동,7000,1,30,0,6,0.2370085593970973
2431382042,노량진동,8000,1,30,0,6,0.2370085593970973
2431225609,노량진동,9000,1,30,0,6,0.2370085593970973
2433607112,노량진동,7000,0,21,0,6,0.3906635441234423
2434561425,대방동,13700,1,30,0,6,0.1958369135752601
2429742603,대방동,12000,1,18,1,2,0.4190236357034712
2434390228,대방동,12000,1,18,1,2,0.4190236357034712
2431686485,대방동,18000,1,17,1,2,0.3006141604730841
2433478872,대방동,10000,1,17,1,1,0.3608387230766809
2429562531,대방동,17000,2,20,2,2,0.514212713207754
2431232779,사당동,6000,1,18,1,2,0.610614149692526
2433360243,사당동,14700,1,19,1,2,0.6107341862760662
2429565251,사당동,12000,1,17,1,2,0.5545256919931422
2429330710,사당동,25000,1,17,1,2,0.5545256919931422
2433514284,사당동,9000,1,17,1,2,0.5722920682705027
2429657338,사당동,15000,1,17,1,1,0.4758028818835944
2433364317,사당동,15000,0,8,1,1,0.3660385594704379
2431367588,사당동,30000,0,9,2,1,0.2691551504800305
2433497264,사당동,30000,0,9,2,1,0.2691551504800305
2429368071,사당동,14000,0,7,1,1,0.4083967812041785
2433515468,사당동,15000,0,7,2,2,0.4603229873471827
2431362756,사당동,20000,0,9,2,1,0.2371096159000209
2432803826,사당동,35000,0,4,1,2,0.692694502465441
2432803236,사당동,35000,0,4,1,2,0.692694502465441
2432800723,사당동,35000,0,4,1,2,0.692694502465441
2432801026,사당동,35000,0,4,1,2,0.692694502465441
2432801417,사당동,35000,0,4,1,2,0.692694502465441
2430630959,사당동,35000,0,4,1,2,0.692694502465441
2430630843,사당동,35000,0,4,1,2,0.692694502465441
2430631014,사당동,35000,0,4,1,2,0.692694502465441
2433672990,사당동,35000,0,4,1,2,0.692694502465441
2433674492,사당동,35000,0,4,1,2,0.692694502465441
2433674770,등촌동,35000,0,4,1,2,0.692694502465441
2433627099,등촌동,35000,0,4,1,2,0.692694502465441
2433674102,등촌동,35000,0,4,1,2,0.692694502465441
2433627110,가양동,35000,0,4,1,2,0.692694502465441
2433233654,등촌동,35000,0,4,1,2,0.692694502465441
2433447203,등촌동,35000,0,4,1,2,0.692694502465441
2431401288,마곡동,17000,0,4,1,2,0.7813273924532714
2431236488,마곡동,37000,0,5,0,5,0.7578415619396303
2433522543,마곡동,8000,2,31,1,3,0.3464604258451522
2433514460,마곡동,5000,2,31,1,3,0.3464604258451522
2432530268,마곡동,15000,0,5,0,1,0.5752171980934722
2431563064,마곡동,12000,0,9,1,2,0.546025956684602
2432455521,마곡동,10000,0,9,1,2,0.546025956684602
2433362906,마곡동,12000,0,9,1,2,0.546025956684602
2430757224,마곡동,27000,1,29,0,3,0.400279556081632
2434539862,마곡동,15100,2,18,0,4,0.277277974149643
2432656697,마곡동,22000,3,21,0,4,0.4668989251658351
2432344154,마곡동,75000,2,27,1,1,0.5045907866057201
2433811815,마곡동,65000,0,17,0,1,0.5899630174202931
2434534821,마곡동,67000,0,14,0,3,0.6594207097970021
2434544205,방화동,60000,1,21,0,1,0.3285260690472584
2433403882,방화동,76000,0,21,0,1,0.4205731238149961
2434200546,염창동,45000,0,9,1,2,0.3609893445761336
2434535354,염창동,53000,0,9,1,2,0.4107055980939197
2429776401,염창동,41000,1,27,0,4,0.2273660476747259
2430757043,화곡동,26000,1,18,1,2,0.2621674532968995
2430542002,화곡동,11000,1,23,1,2,0.3183266949015243
2431938948,화곡동,25470,1,24,1,5,0.5077705564603895
2432041224,화곡동,46000,2,15,0,1,0.3456658660892546
2432041234,화곡동,46000,2,15,0,1,0.3456658660892546
2434202687,화곡동,52000,2,15,0,1,0.2037329708744132
2434166059,화곡동,53000,2,15,0,1,0.2037329708744132
2430560465,화곡동,47000,2,15,0,1,0.272147657549942
2434151100,화곡동,55000,1,18,1,2,0.0794994169940042
2434190436,화곡동,43000,1,18,1,2,0.0747381710466252
2434166813,화곡동,13800,1,49,0,1,0.4567611580935328
2430625454,화곡동,22500,0,50,0,1,0.6100412170448608
2430675266,화곡동,18000,1,22,0,1,0.3177518123122946
2434216376,화곡동,26200,1,12,0,2,0.6650709920177008
2434161414,화곡동,26200,1,12,0,2,0.6650709920177008
2432112431,화곡동,18500,1,28,1,1,0.2143441619978924
2433725209,사당동,23400,1,15,0,2,0.4016455951832199
2432165483,상도동,18900,1,42,0,1,0.337611569546621
2433772967,상도동,16000,1,37,0,1,0.2930269301323726
2432157410,상도동,15750,1,17,1,0,0.3723078266433048
2432256995,상도동,25000,0,12,1,0,0.520015146349998
2433739648,방화동,16000,0,36,0,1,0.8893422713003535
2432264945,방화동,25000,1,14,1,0,0.8326904105802231
2431641457,방화동,12000,0,9,1,2,0.546025956684602
2429737963,방화동,43000,0,12,2,2,0.5641247677389201
2433218637,방화동,43000,0,12,2,2,0.5641247677389201
2433221606,방화동,43000,0,12,2,2,0.5641247677389201
2431230768,방화동,12000,0,4,0,2,0.73488681788503
2431385550,방화동,30000,2,19,0,4,0.4649839470057073
2429733027,방화동,26000,1,15,0,3,0.1044558775336429
2429332664,방화동,13000,2,21,0,4,0.2763896427113395
2429331612,방화동,10000,2,21,0,4,0.2763896427113395
2434550815,방화동,45000,1,29,0,1,0.1432957235892689
2432453232,방화동,45000,1,29,0,1,0.1432957235892689
2432416729,방화동,48000,1,29,0,1,0.1432957235892689
2429500599,염창동,29000,2,28,0,3,0.5045389277181082
2431362974,염창동,29000,2,28,0,3,0.5045389277181082
2431924387,염창동,29400,2,28,0,3,0.5045389277181082
2431872182,염창동,31000,1,30,0,3,0.4999479035822034
2433520473,염창동,15000,1,28,0,3,0.4434111443196312
2429477414,염창동,26800,1,27,0,1,0.698129318755026
2429712916,염창동,22000,1,26,0,2,0.7423570508579421
2429379426,염창동,26000,2,19,0,1,0.6036115308604487
2431365278,염창동,25000,2,19,0,1,0.6036115308604487
2433420791,염창동,19000,2,28,0,3,0.682315811045858
2433549745,화곡동,32000,2,30,0,1,0.5998456686463295
2433347829,화곡동,30000,2,35,0,1,0.7120363945475957
2433521239,화곡동,12000,2,36,0,0,0.3994207767858171
2433420093,화곡동,20000,2,39,0,0,0.4500909565115849
2431358224,화곡동,10000,2,40,0,1,0.5249274142774077
2429757887,화곡동,26800,1,38,0,1,0.9427782621783488
2434531080,화곡동,40000,0,9,1,4,0.2581327627067261
2434138170,화곡동,61300,0,22,0,3,0.0753535215897467
2434079171,공항동,80000,2,15,0,0,0.122425551311628
2434551514,내발산동,50000,1,21,1,1,0.3753808897564971
2434198196,화곡동,47000,1,17,0,5,0.7557291212522647
2434071731,화곡동,55000,2,12,0,4,0.3864657970033029
2429766606,화곡동,24000,2,7,0,3,0.5710366507811234
2432575560,화곡동,39000,2,11,0,3,0.5685356762617635
2434497739,화곡동,36000,1,10,0,3,0.479145157076519
2434286466,화곡동,34000,2,10,0,3,0.4573303116109051
2431661689,화곡동,80000,2,18,0,2,0.5705452258750664
2431016351,화곡동,68000,2,19,0,5,0.705490656252896
2434140954,등촌동,23250,1,23,0,2,0.8043018131454996
2434166007,화곡동,12000,0,23,0,2,0.6196560411688231
2432573979,상도동,23680,2,21,0,2,0.7952618025908392
2434125063,상도동,23800,2,28,1,1,1.0995517565952768
2434203243,상도동,16400,2,26,1,1,1.0530836623785864
2434188794,상도동,16350,2,26,1,1,1.0530836623785864
2433208275,상도동,16350,2,26,1,1,1.0530836623785864
2434576628,상도동,50000,0,25,1,3,1.1088688791903578
2434185611,상도동,13000,0,4,1,3,0.6844344661268159
2434127803,가양동,25600,1,17,1,2,1.1200807989420185
2433743076,가양동,15000,1,35,0,4,1.219991512673736
2433748783,가양동,19700,1,52,0,1,0.7329236344643009
2432120021,가양동,17000,0,8,0,0,0.6785414173008784
2432124086,가양동,12100,0,8,0,0,0.7276935165877313
2433719567,공항동,14000,2,26,1,1,1.0472477693631603
2433742852,등촌동,25000,0,6,0,5,0.3922996577382402
2430892024,마곡동,14800,3,13,1,1,0.4604158849160316
2433743851,마곡동,15000,3,11,1,1,0.5295261350817575
2433450950,화곡동,14000,3,19,1,1,0.1781793352630694
2432242599,화곡동,33000,3,17,0,1,0.4772685508040616
2434134509,내발산동,11000,2,14,0,2,0.5668207638428637
2432421428,등촌동,17000,0,34,0,1,1.0341907388195986
2434423760,등촌동,6000,0,34,0,3,0.8573751037067529
2432472041,등촌동,26000,2,29,1,2,0.4771303358269937
2434685318,등촌동,25000,0,19,1,1,0.2122279734517872
2431226597,등촌동,20000,0,15,1,2,0.1988368769272907
2433211113,등촌동,12000,0,21,1,1,0.3911735360563455
2431185538,등촌동,7000,0,28,0,2,0.4807464522654119
2431955425,마곡동,25700,1,29,0,2,0.5499159575327028
2431920935,방화동,25700,1,29,0,2,0.5499159575327028
2431317996,화곡동,10000,1,17,1,1,0.4982657215811101
2431317252,화곡동,10000,1,17,1,1,0.4982657215811101
2429470286,화곡동,7000,2,36,0,0,0.3506077891909259
2433551421,화곡동,20000,0,27,1,2,0.4206222915918596
2429391482,화곡동,8500,0,24,1,2,0.444946160507647
2433562042,화곡동,25000,0,21,1,3,0.3468663121729532
2429666842,화곡동,22000,0,20,1,3,0.3218377377267395
2434586942,화곡동,25000,0,28,1,1,0.4789721553377407
2429608305,화곡동,40000,0,18,1,2,0.4214678032424069
2429618650,화곡동,40000,0,18,1,2,0.4214678032424069
2431226540,화곡동,40000,0,18,1,2,0.4214678032424069
2433477248,화곡동,40000,0,18,1,2,0.4214678032424069
2432362286,화곡동,37200,0,19,1,2,0.4043466614886804
2432362592,화곡동,37500,0,19,1,2,0.4043466614886804
2433801871,화곡동,10000,0,21,0,1,0.7059359238555577
2429429009,화곡동,12000,0,18,1,3,0.5084478882815854
2433516492,화곡동,20000,0,16,1,1,0.4126116847557344
2433537063,화곡동,5000,0,19,2,2,0.2522645183756283
2431270056,화곡동,10000,0,22,1,1,0.4938456918047304
2432690955,화곡동,80000,0,19,1,1,0.3734827791449412
2429938713,화곡동,12000,1,25,0,5,0.5320204410688956
2434531804,화곡동,50000,1,22,0,4,0.6301100648298337
2434542401,화곡동,55000,1,19,0,2,0.7089850385612181
2429946225,화곡동,25900,1,6,1,0,0.6713055936310448
2429571535,화곡동,25950,1,6,1,0,0.6713055936310448
2434528613,흑석동,75000,0,3,1,6,0.6947140864849076
2434527865,흑석동,73000,0,2,1,1,0.7677888244767933
2434532416,노량진동,68000,0,3,0,0,0.8994157800355361
2434534894,노량진동,60000,1,5,1,0,0.7362985784215633
2431991064,신대방동,64000,0,29,1,3,0.81912056372783
2432624036,신대방동,16000,1,27,1,3,0.7392719722709535
2432613199,신대방동,18000,1,27,1,3,0.7392719722709535
2432626560,노량진동,18000,1,27,1,3,0.7392719722709535
2431964542,신대방동,63000,2,16,0,2,0.3826908917122819
2434532110,신대방동,65000,2,12,0,2,0.3694957160764244
2431965764,신대방동,80000,0,22,0,1,0.5398892575722357
2434543804,신대방동,90000,1,19,0,2,0.5963106676855108
2430579330,신대방동,35000,2,24,0,7,0.2946217064327617
2430671984,화곡동,23900,1,21,0,2,0.3875781724503929
2434129588,화곡동,21000,1,17,1,3,0.2920674940260632
2434164374,화곡동,30000,1,14,1,3,0.1505625239309552
2432539725,화곡동,35000,0,13,1,3,0.353073610396715
2430486877,화곡동,23500,1,25,0,7,0.5200484525391229
2433302934,화곡동,14000,0,20,0,3,0.1194235551266435
2434145219,화곡동,20000,1,15,0,1,0.4987612770026863
2432452698,화곡동,10000,1,16,1,2,0.3277191546804667
2431848288,화곡동,20000,1,14,1,2,0.4262914899375133
2432573318,화곡동,36500,2,15,0,0,0.2477458570617124
2430584813,공항동,29000,2,15,0,0,0.1656102208227592
2433543212,화곡동,13100,0,27,0,2,0.691155358109472
2432689918,화곡동,7500,2,15,0,1,0.3966012882133636
2433370584,화곡동,11000,0,21,1,3,0.1541554420828411
2434194012,화곡동,30000,0,21,1,3,0.109380782643165
2433709278,화곡동,24000,0,19,0,2,0.2833635386944606
2430690228,화곡동,6500,0,19,0,1,0.3408613636150627
2432328182,화곡동,12000,0,16,0,1,0.4724910606957029
2432311710,화곡동,11000,0,16,0,1,0.4724910606957029
2429888362,화곡동,30000,0,18,0,1,0.491539687543481
2429956716,화곡동,25500,1,26,1,2,0.3600834341119835
2432291120,화곡동,11000,0,24,1,2,0.312413088722956
2432776773,공항동,25000,0,4,1,4,0.7483407755530964
2432776535,공항동,26000,0,4,1,4,0.7483407755530964
2432777207,공항동,26000,0,4,1,4,0.7483407755530964
2432767611,공항동,26000,0,4,1,4,0.7483407755530964
2432767873,공항동,26000,0,4,1,4,0.7483407755530964
2432775396,공항동,25000,0,4,1,4,0.7483407755530964
2433368759,공항동,26000,0,4,1,4,0.7483407755530964
2433368762,공항동,26000,0,4,1,4,0.7483407755530964
2429896652,공항동,25000,0,8,1,5,0.2963443830571072
2434257927,공항동,25000,0,8,1,5,0.2963443830571072
2430825711,등촌동,60000,0,10,0,3,1.3621143300852878
2429904922,등촌동,30000,0,11,1,1,1.2356145666115128
2431673008,등촌동,7500,2,27,0,9,0.2576354954788777
2429031436,등촌동,7000,2,22,0,7,0.4381173387765412
2430667106,등촌동,21290,0,51,0,1,0.6054376104105408
2432619548,등촌동,15500,0,51,0,1,0.5835725862504133
2431245864,화곡동,15400,0,9,0,1,0.8038430306619085
2430256511,화곡동,19000,0,15,0,2,0.6884386367433436
2433191572,화곡동,40000,0,19,0,1,0.5250640035164583
2432400350,화곡동,17600,0,32,0,1,0.6174606085852236
2430117895,화곡동,19400,0,11,0,0,0.5958896303141321
2430604474,화곡동,25000,1,13,1,0,0.5006427637190561
2430109813,내발산동,25500,0,15,0,6,0.4945897873558628
2430447675,외발산동,20000,2,15,1,8,0.2093852729670994
2434468368,외발산동,50000,0,19,1,6,0.8498791015117028
2430638439,내발산동,23000,0,22,1,2,1.3289125076025028
2431408434,내발산동,27000,0,19,0,6,0.4724732509754937
2431270292,신대방동,5000,1,29,2,1,0.3514224782749693
2429585441,신대방동,17000,1,25,1,1,0.4167287200703215
2433467777,노량진동,18000,1,26,1,1,0.4268015444723519
2433354645,신대방동,12000,2,40,0,1,0.5437843084466393
2431586389,신대방동,28300,0,23,0,1,0.5835485592937653
2429669431,신대방동,15000,1,30,0,2,0.2595233109260496
2429737845,신대방동,9000,0,29,0,2,0.3838674555506519
2431266255,신대방동,9000,0,29,0,2,0.3838674555506519
2429415374,신대방동,10000,0,27,0,2,0.4326880599427365
2431327986,신대방동,17000,0,27,0,2,0.4326880599427365
2431232303,신대방동,10000,0,27,0,2,0.4326880599427365
2434358285,신대방동,8200,0,28,0,2,0.254965015831876
2433234465,신대방동,10000,0,25,1,2,0.4257625684194208
2429390627,신대방동,12000,0,23,1,1,0.5449792101799608
2433360931,신대방동,13000,0,26,0,1,0.5291553445017552
2431270945,신대방동,13000,0,24,1,1,0.5134157345919037
2432639362,신대방동,23100,0,22,1,1,0.5426153632055385
2434533378,등촌동,46000,2,10,0,5,0.7809417123418736
2434503583,등촌동,65000,3,17,0,2,0.7736426831836586
2434508047,등촌동,65000,3,17,0,2,0.7736426831836586
2434317768,등촌동,55000,3,38,1,4,0.5589944638857123
2433957117,등촌동,55000,3,41,1,4,0.4549627875208559
2434199173,등촌동,5500,1,20,0,3,0.3724755533526656
2431657168,마곡동,27000,0,16,0,2,0.4017893943406344
2432623959,마곡동,25000,1,18,1,2,0.1198078723674407
2432625873,마곡동,49000,1,24,0,5,0.6116272057115083
2432153470,마곡동,48000,0,21,0,5,0.5749648578876788
2434520563,마곡동,50000,0,16,0,3,0.3808751121784396
2432129805,마곡동,72000,1,15,0,3,0.4311121178850973
2434062757,화곡동,22600,2,19,0,1,0.1449054336275862
2434281296,화곡동,13000,1,22,0,2,0.3727248831871148
2432713888,화곡동,12000,1,22,0,2,0.3727248831871148
2434296785,화곡동,13000,1,22,0,2,0.3727248831871148
2431873450,내발산동,11500,0,40,0,4,0.8751250880135549
2432302769,내발산동,17600,0,32,0,1,0.6174606085852236
2430677839,내발산동,19400,0,11,0,0,0.5958896303141321
2429772475,화곡동,23800,0,27,0,6,1.3344349405617413
2433718752,봉천동,18800,1,31,0,2,0.3559766362030319
2430169477,봉천동,65000,1,29,0,2,0.513685764839899
2433342464,봉천동,17800,1,33,0,1,0.6958240348099394
2434380321,봉천동,17100,1,33,0,1,0.6958240348099394
2432643784,봉천동,17700,1,45,0,1,0.7479120401856071
2432873272,봉천동,17700,1,45,0,1,0.7479120401856071
2431751405,봉천동,7500,0,20,0,1,0.495714903342059
2430170929,봉천동,14600,0,25,0,1,0.565948388621312
2434644224,봉천동,51000,2,21,0,3,0.9169602107548752
2434505572,마곡동,50000,3,26,0,2,0.9700981435075048
2434633451,마곡동,60000,3,39,1,4,0.6798551461867598
2433926992,마곡동,43000,2,47,1,4,0.8692476770753211
2434533835,마곡동,58000,0,42,1,4,0.947893365815286
2434420438,방화동,49000,2,45,1,5,0.8001967288791938
2434187785,방화동,50000,4,41,1,3,0.6476358226208909
2434347548,방화동,53000,4,41,1,3,0.6476358226208909
2434546505,방화동,65000,3,22,0,3,0.8242227243156643
2434576255,방화동,50000,2,19,0,4,0.5928115846064139
2434565997,방화동,59000,0,12,0,5,0.6633736137850549
2434530571,방화동,60000,0,11,0,6,0.7093834956507085
2434473283,염창동,61000,3,26,0,3,0.9437885353091836
2434472912,염창동,47000,3,26,0,3,0.9437885353091836
2432722180,화곡동,11000,3,17,0,3,0.5876394059120587
2434478785,화곡동,18000,2,23,0,4,0.430615247903913
2434571761,화곡동,24000,1,21,0,4,0.2840523705925326
2432130444,화곡동,25000,0,16,0,2,0.4753169019019153
2433794716,화곡동,27000,1,19,1,3,0.2521243526535976
2433761009,화곡동,27000,1,19,1,3,0.2521243526535976
2434233030,화곡동,27000,1,18,1,3,0.2614508270977947
2434177930,화곡동,40000,1,22,1,5,0.4432647390352587
2434263533,화곡동,45000,2,21,0,1,0.3763496540450079
2431267825,화곡동,46000,2,15,0,1,0.3456658660892546
2432442030,화곡동,46000,2,15,0,1,0.3456658660892546
2431539465,화곡동,46000,2,15,0,1,0.3456658660892546
2433641962,화곡동,28500,2,15,0,1,0.3388123494757779
2430690243,화곡동,26000,2,18,0,1,0.407110947498523
2432622833,화곡동,48000,2,14,0,0,0.3702894881651656
2432475655,화곡동,39600,2,15,0,1,0.1851146604721059
2434549213,화곡동,37400,2,15,0,1,0.1851146604721059
2431382371,화곡동,52000,2,15,0,1,0.2037329708744132
2429920292,화곡동,53000,2,15,0,0,0.2005997461779868
2431346363,화곡동,47000,2,15,0,1,0.272147657549942
2432314458,봉천동,38000,1,18,1,2,0.0794994169940042
2431334608,봉천동,22500,0,49,0,1,0.6871752413494109
2434234833,봉천동,13860,1,49,0,1,0.4567611580935328
2434253459,봉천동,17000,1,49,0,1,0.4567611580935328
2431046440,봉천동,20000,0,50,0,1,0.566380506826901
2433504675,봉천동,14600,0,25,0,1,0.565948388621312
2430931311,신림동,15000,1,16,1,0,0.1854544487832463
2434374042,신림동,16900,1,17,1,0,0.1558939690259975
2433540092,신림동,7350,1,16,1,0,0.1600921555839031
2432968783,신림동,8070,1,13,1,0,0.4529981978835938
2433586088,염창동,15300,0,5,1,0,0.6963103825974019
2429771928,염창동,5000,0,8,0,0,0.708817406911014
2430148206,염창동,22170,0,7,0,0,0.7394576517062984
2433045292,염창동,21000,2,24,0,1,1.0522587301717123
2429672907,염창동,14000,2,20,1,1,1.1876747634230167
2429704965,염창동,25000,0,19,0,2,0.4143580031396142
2433958368,화곡동,14000,1,25,1,1,1.0474886208889271
2431546987,화곡동,10000,2,27,1,1,1.1534287083522945
2432128699,화곡동,9500,2,27,1,1,1.1534287083522945
2434158417,화곡동,35000,0,17,0,1,1.615881899741901
2434473687,화곡동,36000,0,15,0,4,2.6372313815972284
2433295343,화곡동,50000,1,23,1,1,1.0435202795811866
2433670894,화곡동,30000,2,22,1,1,1.0910610155222076
2433902477,화곡동,38000,1,22,1,0,0.9843324572753288
2433901692,화곡동,65000,2,22,1,1,1.1050426274220309
2433937872,화곡동,38000,1,22,1,1,1.0076195434296191
2433900153,화곡동,60000,1,18,1,1,1.013060429087249
