ATCLNO,동,PRC,500m_내_마트수,500m_내_버스수,500m_내_경찰수,500m_내_학교수,가장가까운지하철거리
2431616155,염창동,28000,2,15,0,0,0.164562244879264
2430590647,화곡동,30000,2,15,0,0,0.164562244879264
2432883712,화곡동,21000,3,13,1,0,0.552826118683991
2432675458,화곡동,21000,3,13,1,0,0.552826118683991
2429706562,화곡동,21000,3,13,1,0,0.552826118683991
2431646127,화곡동,15700,2,24,0,3,0.2835011764279005
2433184405,화곡동,25000,2,16,1,1,0.2284054577582572
2432644010,화곡동,28000,3,21,1,1,0.1670420858984337
2432897236,화곡동,5500,0,28,1,2,0.9318728719145796
2431601734,화곡동,7500,0,22,1,1,1.054935137584306
2430543792,화곡동,18500,0,27,1,1,1.028758880553074
2430976149,화곡동,25000,0,51,0,2,0.6734157931264515
2432080463,화곡동,15000,2,23,0,2,0.5893287012072618
2431742847,화곡동,16500,2,23,0,2,0.5893287012072618
2429009497,화곡동,5000,2,24,0,2,0.7745512209248336
2432798360,화곡동,5000,1,25,0,1,0.2745394318928236
2430543997,화곡동,19900,1,19,1,0,0.0434588794798574
2433600075,화곡동,30000,0,17,0,1,0.5875926010212871
2430931604,화곡동,15000,1,20,1,1,0.3790096778597493
2433154572,화곡동,24000,0,11,0,1,0.817032369056354
2433996310,화곡동,26400,0,13,0,2,0.6728050325629615
2432557334,화곡동,23000,0,13,0,2,0.6728050325629615
2433135854,화곡동,15100,0,16,0,2,0.59848152105218
2432539711,대방동,18900,1,42,0,1,0.337611569546621
2431752118,대방동,18900,1,42,0,1,0.337611569546621
2433332431,대방동,37000,1,29,1,2,0.272945187097951
2433586859,대방동,62000,0,29,1,2,0.1798413998048436
2432852264,동작동,80000,0,13,0,1,0.5219202083661578
2432738153,동작동,75000,0,13,0,1,0.5931646213966736
2433909721,동작동,70000,0,13,0,1,0.5931646213966736
2433318914,봉천동,97000,0,20,0,6,0.7333121196657225
2429970455,봉천동,65000,2,21,1,2,0.4598835219562947
2434605394,봉천동,40000,0,21,1,8,0.5896476679598919
2434605507,봉천동,50000,0,19,1,8,0.6139637506267552
2433912594,봉천동,95000,0,7,0,2,0.63123553548553
2430927874,봉천동,45000,0,7,0,2,0.6659365549300393
2433913568,봉천동,45000,0,7,0,2,0.6659365549300393
2432424150,봉천동,85000,0,7,0,2,0.6183626633380381
2429911358,봉천동,42000,1,20,0,2,0.7262379070275032
2429515924,봉천동,75000,2,30,0,2,0.3874546302950991
2433114142,봉천동,20000,2,45,0,1,0.6178294780259331
2431386469,봉천동,10000,1,19,0,4,0.7129511094223255
2432503560,봉천동,10000,2,24,0,3,0.1921034224698179
2434481527,염창동,12000,2,24,1,3,0.1932764373065116
2433574729,등촌동,35000,2,26,1,3,0.2491043544107473
2434219708,등촌동,9000,2,22,1,5,0.451906286054948
2434218907,등촌동,5000,2,22,1,5,0.451906286054948
2433664768,등촌동,20000,1,24,1,2,0.2884459439718023
2433513127,등촌동,13000,2,23,0,3,0.0996570300298566
2433497565,등촌동,27000,2,23,0,3,0.0922106713977217
2433363428,등촌동,16000,2,23,0,3,0.0922106713977217
2432786948,등촌동,10000,2,24,0,3,0.1138070202085499
2433066962,등촌동,11500,1,11,0,4,0.3916794788110612
2433528302,등촌동,19000,1,20,0,3,0.7492012713431344
2433523854,등촌동,24000,0,15,0,2,0.9789865909521976
2430955888,등촌동,22050,0,15,0,2,0.9677859646264304
2430956047,등촌동,22050,0,15,0,2,0.9677859646264304
2432285740,등촌동,18000,0,15,0,2,0.9677859646264304
2432258645,등촌동,22050,0,15,0,2,0.9677859646264304
2432262258,등촌동,18000,0,15,0,2,0.9677859646264304
2432463353,등촌동,22050,0,15,0,2,0.9677859646264304
2432958441,등촌동,5000,2,24,0,2,0.3463666462014246
2433444814,등촌동,35000,3,31,0,1,0.5305670275580848
2434492104,등촌동,11000,2,26,0,1,0.6208303755910007
2433512919,등촌동,8000,3,39,1,3,0.5883960832475192
2433194658,등촌동,8000,3,39,1,3,0.5883960832475192
2433194143,등촌동,11000,3,39,1,3,0.5883960832475192
2433312078,등촌동,6800,2,25,1,2,0.7981926575337573
2432541326,마곡동,8000,3,38,1,3,0.5979454354597399
2434617476,마곡동,8000,3,38,1,3,0.5979454354597399
2434617432,마곡동,8000,3,38,1,3,0.5979454354597399
2433510574,마곡동,14000,3,39,1,3,0.5788575417778662
2433437232,마곡동,13000,3,39,1,3,0.5788575417778662
2433384642,마곡동,11000,0,28,1,3,0.5953690740155374
2432486265,마곡동,8000,0,27,0,3,0.6924401393049872
2433473966,마곡동,15000,0,25,1,3,0.6782230307249189
2432484429,마곡동,8500,0,23,1,3,0.7036693593448123
2431965446,화곡동,35900,0,35,0,3,0.8318842420799882
2431933315,화곡동,35900,0,35,0,3,0.8318842420799882
2434560728,화곡동,27300,1,19,0,4,0.7227769629752785
2434182904,화곡동,27000,1,17,1,3,0.2990312566088361
2433922445,화곡동,35000,1,27,0,1,0.2740093507232662
2432909875,화곡동,55000,1,20,0,7,0.488312138859582
2434447533,화곡동,46000,1,32,0,6,0.7646317185472671
2433909473,화곡동,65000,0,5,1,4,0.7441726137892145
2434057543,사당동,61000,2,25,1,2,0.6035255727715374
2434176201,사당동,74000,1,21,1,4,0.1583681537134836
2434162998,사당동,90000,0,18,0,4,0.1450973973851429
2434528164,사당동,83000,0,19,1,5,0.1902370070951225
2434100578,사당동,80000,0,18,1,5,0.2974163878594741
2432125476,사당동,67000,1,15,0,3,0.5753085136400959
2434054981,사당동,66000,1,18,0,4,0.5118289150107432
2434085858,상도동,80000,0,15,0,2,0.6389554726178384
2434117407,상도동,40000,2,34,0,3,0.2834818881996152
2433993104,상도동,18300,0,29,0,1,0.7042521916578318
2431018692,상도동,18300,0,29,0,1,0.7042521916578318
2434199161,상도동,18500,0,34,0,1,0.5522607538804293
2432708302,봉천동,14490,0,29,0,2,0.7334130901754239
2432696691,신림동,20000,1,12,1,0,0.8365062889925658
2433184296,신림동,20000,1,12,1,0,0.8365062889925658
2429721660,신림동,23500,1,15,1,0,0.8820447440959734
2432674302,신림동,7350,1,19,0,0,0.6044208819631703
2432230363,신림동,14900,1,33,0,1,0.6958240348099394
2431006727,신림동,5400,1,52,0,1,0.859460479101433
2433611149,신림동,14994,1,21,1,1,0.2369820585931851
2432960149,신림동,20000,0,28,1,4,0.2938311396892279
2430180568,신림동,51500,2,21,0,4,0.3774513325741532
2432503248,마곡동,65000,2,43,0,2,0.4707785661016192
2432788251,마곡동,59500,1,21,0,1,0.451094906742447
2433407771,마곡동,70000,2,29,0,1,0.3130381315412956
2433067851,방화동,65000,0,23,0,1,0.552422724137358
2433292107,방화동,65000,0,21,0,1,0.5720726692158615
2434210121,방화동,70000,0,18,0,0,0.5365534313651729
2431904432,방화동,61000,0,24,0,1,0.5385211558863289
2434540580,방화동,82000,1,15,0,3,0.2782441174772703
2431165933,방화동,85000,1,15,0,3,0.2782441174772703
2433910806,방화동,110000,1,19,0,3,0.3901484396167509
2434573986,방화동,65000,2,38,0,1,0.2465247802743533
2434629333,화곡동,19000,2,31,1,1,1.0945997164036565
2432966882,화곡동,28000,2,34,2,1,0.3870041544435064
2432935987,화곡동,28000,2,34,2,1,0.3870041544435064
2432847243,화곡동,22000,2,32,2,1,0.397543214522733
2432914373,화곡동,16000,2,32,2,1,0.3797852054188689
2434199527,화곡동,12000,2,30,2,1,0.367231752869573
2433800390,화곡동,23000,2,30,2,1,0.292467187861007
2433815017,화곡동,12000,2,33,2,1,0.2190508264175893
2433489248,화곡동,12000,2,33,2,1,0.2190508264175893
2433477525,화곡동,12000,2,33,2,1,0.2190508264175893
2433362382,화곡동,20000,2,35,2,0,0.1519852889745998
2432985985,화곡동,31000,2,32,2,0,0.1432811217748619
2433326705,화곡동,31000,2,32,2,0,0.1488444630742575
2433517892,화곡동,26000,2,31,0,1,0.3192559021662194
2433498895,화곡동,26000,2,29,0,1,0.3475885011254171
2432410603,화곡동,15000,2,29,0,1,0.3221959991677818
2432861830,화곡동,30000,2,31,0,1,0.3097305169922645
2434531037,화곡동,8000,2,28,0,1,0.3031919343304937
2430406547,화곡동,10000,2,31,2,1,0.1984569278777491
2433475854,화곡동,4000,2,25,0,1,0.187670041008795
2430626945,화곡동,9500,2,25,1,1,0.1784807827782276
2433362331,화곡동,15000,2,25,0,1,0.2286298590602997
2432413063,화곡동,10000,1,31,0,2,0.4725140944045627
2430616987,화곡동,16000,1,30,0,2,0.4840474828837123
2432851434,화곡동,10000,0,26,0,2,0.6597286785881306
2434197284,화곡동,7000,0,26,0,1,0.6710673264094397
2433764853,화곡동,35000,0,28,0,1,0.5754823129420521
2432405333,화곡동,12000,1,26,0,1,0.497851499106703
2432414392,화곡동,16000,1,26,0,1,0.4766173318662206
2434176301,화곡동,6000,2,21,0,4,0.4469030706573674
2433515963,화곡동,16000,0,17,0,4,0.4852641438454984
2433805079,화곡동,13000,1,26,1,4,0.9097132959238587
2434362260,화곡동,10000,1,25,1,2,0.7864225179551847
2432927165,화곡동,20000,0,27,1,5,0.8596688962678295
2433583854,화곡동,19000,0,17,1,5,0.8844755960618276
2430962758,화곡동,12000,0,12,0,4,0.7002510966496045
2430782351,화곡동,36000,1,21,0,4,0.4683597700805333
2430782361,화곡동,36000,1,21,0,4,0.4683597700805333
2432863807,화곡동,14000,0,24,0,4,0.4940423789478317
2433518210,화곡동,14500,0,25,0,4,0.4898387657804933
2433805429,화곡동,23000,1,26,0,1,0.4482997318434701
2433498855,화곡동,4000,1,25,0,1,0.4702523000980984
2430924951,상도동,12000,1,25,0,4,0.4680393297611043
2433600337,상도동,12000,1,25,0,4,0.4680393297611043
2433557570,상도동,25000,0,23,0,4,0.5744766977980836
2433367123,상도동,12000,0,17,0,4,0.7134550633524647
2432736872,상도동,9000,0,17,0,4,0.7134550633524647
2433474697,상도동,4000,1,24,0,2,0.5829970974616046
2433439213,상도동,23500,1,28,0,2,0.4723725790098819
2434592836,상도동,34000,2,30,1,1,0.2848125124734244
2433782298,상도동,12000,2,26,1,0,0.1970267109026459
2432875378,상도동,12000,2,27,1,0,0.1987563350438262
2433511696,상도동,18000,0,16,1,1,0.4576138195629673
2434046152,상도동,60000,0,9,1,2,0.4107055980939197
2431936745,상도동,18500,0,23,0,3,0.5186194491914551
2432864603,상도동,45000,0,15,1,3,0.3625171200024799
2434071365,상도동,56000,1,19,0,3,0.2672330832595253
2434123470,신림동,47000,2,14,0,1,0.5018832500567532
2432955962,신림동,27200,2,15,0,0,0.2298770941284008
2432985716,신림동,40000,3,25,1,5,0.4051829627420305
2432973695,신림동,41000,1,23,1,5,0.5722476262089161
2433802458,신림동,16000,0,8,0,0,0.7068456930369175
2431732597,신림동,7300,0,21,0,2,0.5374543965529085
2429687539,신림동,12090,2,22,1,1,1.1386852346638705
2431749679,신림동,17500,1,27,1,1,1.1236777887159033
2430947747,염창동,21000,1,27,0,3,0.3944067241241935
2431039520,염창동,17000,1,19,0,2,0.3142048064632772
2434338685,염창동,25300,1,17,0,1,0.5145103559738022
2434352995,염창동,25300,1,17,0,1,0.5145103559738022
2432807887,염창동,19300,0,18,1,2,0.1678234199093715
2432953639,염창동,3500,0,18,1,2,0.1257559268627132
2430797536,염창동,35000,2,17,1,0,0.5756108614443389
2430799448,염창동,35000,2,17,1,0,0.5756108614443389
2430798539,염창동,35000,2,17,1,0,0.5756108614443389
2432557291,염창동,22900,0,27,0,1,0.690940565625119
2433724789,염창동,26700,3,17,1,1,0.2613223157245271
2431748102,염창동,17800,3,19,0,1,0.4356095165446298
2433413102,염창동,88000,3,45,0,1,0.2496505891171264
2434580358,염창동,75000,1,30,0,1,0.2473803408728346
2433290784,염창동,78000,1,33,0,2,0.2703551319425304
2433204204,염창동,75000,2,27,0,1,0.2841131638525775
2434619006,화곡동,64000,1,31,0,1,0.7556034808197528
2430672844,화곡동,68000,1,33,0,1,0.8627744831454373
2430684657,화곡동,65000,1,33,0,1,0.8627744831454373
2431160924,화곡동,65000,1,36,0,1,0.8524838046847201
2431167433,화곡동,70000,1,36,0,1,0.8524838046847201
2433205217,화곡동,70000,1,36,0,1,0.8524838046847201
2433287350,화곡동,37000,0,15,0,2,0.8715340263216129
2434521010,방화동,85000,1,28,0,4,0.4025356274695556
2434522337,방화동,100000,0,14,0,2,0.8292977089178045
2433723951,방화동,95000,0,25,0,3,0.7461604936178431
2433190694,방화동,95000,0,20,0,3,0.7057363877488534
2434528456,화곡동,90000,1,28,0,3,0.6951302794045291
2430169347,화곡동,4000,2,13,0,1,0.1385259433541231
2434009465,흑석동,80000,0,17,0,2,0.7420997377811037
2434040989,흑석동,10000,0,12,0,0,0.2916012888920505
2432893146,흑석동,10000,0,12,0,0,0.2968305359669893
2432818937,흑석동,10000,0,12,0,0,0.2968305359669893
2432871703,흑석동,28000,0,12,0,0,0.3009418152870341
2434239304,흑석동,25000,0,15,0,0,0.4387337206642478
2433362288,흑석동,10500,0,7,0,0,0.5386551261558685
2433361569,흑석동,12000,0,7,0,0,0.4600795488525041
2433512098,흑석동,8000,0,7,0,0,0.5479798324085919
2433459392,흑석동,12000,0,7,0,0,0.5479798324085919
2432417027,흑석동,18000,0,7,0,0,0.5479798324085919
2430697724,흑석동,15000,1,26,1,4,1.1180075440946298
2433423342,흑석동,18000,1,20,1,2,0.8248552645836515
2432228957,사당동,15000,1,24,0,2,0.6787984307568085
2433513841,사당동,7000,1,32,0,4,1.2118987134099863
2433513485,사당동,7000,1,32,0,4,1.2118987134099863
2433780675,사당동,20000,0,20,0,3,1.075315670408138
2433905618,사당동,18000,2,26,0,3,1.3923436875948416
2432848191,신림동,16000,0,16,0,3,1.1472227695456494
2433523485,신림동,21300,2,22,0,3,1.280648691225495
2431961037,신림동,9000,0,21,0,1,0.976269498304376
2432846049,신림동,17890,0,19,0,1,1.0062369286781674
2433467641,신림동,17800,0,19,0,1,1.0062369286781674
2432706702,신림동,24000,1,8,0,7,1.8074443784271572
2433783588,신림동,9000,2,19,0,1,0.1967649412009449
2432913731,신림동,10000,2,19,0,1,0.25476479315231
2434084227,신림동,60000,1,20,1,4,0.423512080235864
2434141093,신림동,80000,2,15,0,2,0.6411129190139372
2434143134,신림동,25000,3,22,0,2,0.4425010290642034
2434085061,신림동,37500,0,19,1,1,0.203333127517417
2434436453,가양동,18000,0,22,1,2,0.1196361024171199
2434420453,가양동,40000,1,19,0,2,0.7095873640189906
2434225042,마곡동,20300,0,29,1,1,1.003362992099352
2432925222,마곡동,18000,0,29,1,1,1.003362992099352
2434048830,마곡동,45000,0,13,1,3,0.4632014566341159
2431038674,화곡동,15000,0,26,1,1,0.9150980896952502
2430987540,화곡동,6000,0,23,1,2,0.928482525330466
2432843347,화곡동,5900,0,24,0,2,0.5448038803898563
2432736403,화곡동,5900,0,24,0,2,0.5448038803898563
2433148723,화곡동,13100,0,27,0,2,0.691155358109472
2428969103,화곡동,46000,0,15,0,1,0.6654537675195433
2429541892,내발산동,24800,0,14,0,2,0.6094134595362687
2432727879,내발산동,32000,2,14,0,6,0.5331582421161455
2429305530,내발산동,25000,2,14,0,6,0.5331582421161455
2432738905,내발산동,15750,2,17,0,11,0.4741118369026962
2430174368,사당동,78000,1,21,0,2,0.4932106222291652
2432650221,사당동,42000,0,4,0,1,0.7094423083319917
2433308504,사당동,45000,0,4,0,1,0.7094423083319917
2430040903,사당동,68000,0,7,0,2,0.5766530138377206
2434302969,사당동,62000,1,9,0,2,0.9622463966881474
2430881177,사당동,90000,2,28,0,2,0.4769365546766512
2430019794,사당동,88000,2,30,1,3,0.4504248212241226
2434528932,상도1동,100000,1,8,0,3,0.7706514630974509
2429780319,상도동,55000,1,40,0,1,0.4407364307783195
2430161241,공항동,13000,3,38,0,0,0.1325340928777995
2434358164,등촌동,17800,0,12,0,2,0.4907026779861757
2434416283,등촌동,15000,2,21,0,2,0.7281560310220594
2434118697,등촌동,24000,2,16,0,1,0.3189532898280033
2434107768,등촌동,7500,0,14,0,0,0.4674405349897402
2434096899,등촌동,10000,0,19,0,2,0.5405511351406679
2434402115,등촌동,23400,0,18,0,1,0.491539687543481
2433090924,등촌동,25000,0,8,1,5,0.2963443830571072
2433032047,등촌동,25900,0,8,1,5,0.2963443830571072
2434115558,마곡동,25000,0,8,1,5,0.2963443830571072
2434131500,마곡동,28000,1,24,0,3,0.2149812600959319
2432094302,마곡동,23700,2,26,0,9,0.2893537152238255
2434190569,마곡동,21700,1,20,0,2,0.3377186294346999
2432964113,마곡동,26000,1,16,0,4,0.5550304641626916
2434236841,마곡동,73000,1,28,0,5,0.6805427777986205
2434125537,마곡동,50000,1,24,0,5,0.6116272057115083
2433993670,대방동,27500,1,17,0,0,0.2665275058424493
2434059772,사당동,13500,1,12,0,2,0.4491832381803822
2432485424,사당동,21000,1,29,0,3,0.5757253621701834
2432474665,사당동,26200,0,20,0,6,0.481636560139923
2432444789,사당동,14000,0,18,1,4,0.2403789221595352
2432444538,사당동,13000,0,18,1,4,0.2403789221595352
2432707737,사당동,15000,0,17,1,4,0.1298489466491623
2432443191,사당동,17500,0,17,1,4,0.1298489466491623
2430911635,사당동,65000,1,32,1,2,0.4114593695555562
2433152012,사당동,60000,1,32,1,2,0.4114593695555562
2433890875,사당동,59000,2,35,1,3,0.3603084567421848
2433891840,사당동,60000,1,32,1,2,0.4114593695555562
2433890070,사당동,55000,2,35,1,3,0.3603084567421848
2432900942,사당동,8000,0,30,0,2,0.4804983722663283
2431852677,사당동,9000,1,34,1,3,0.2057451921164914
2432758002,봉천동,12000,0,2,0,3,0.7319967228881283
2431665072,본동,25000,1,13,1,3,0.4028974852675592
2431786395,본동,12000,1,15,1,3,0.3488109750320562
2429865464,본동,13000,1,15,1,3,0.3488109750320562
2432990691,본동,27700,0,9,1,2,0.6064690657967932
2433329429,본동,27700,0,9,1,2,0.6064690657967932
2433121766,본동,27700,0,8,1,2,0.6061083991545684
2433098592,본동,27000,0,8,1,2,0.6061083991545684
2432421592,본동,16000,0,9,1,2,0.5598586933889357
2432676240,본동,9000,0,14,1,3,0.61032793561227
2432612542,대방동,9000,0,14,1,3,0.61032793561227
2432962582,상도동,15000,0,17,2,3,0.6297453966114583
2430294514,상도동,11000,0,10,1,2,0.632916559491861
2432656497,흑석동,14000,0,10,1,2,0.632916559491861
2432603925,흑석동,15000,0,10,1,2,0.632916559491861
2429656601,흑석동,9000,1,13,0,3,0.8014021080255664
2432699331,흑석동,12000,0,4,0,2,0.7800192752035878
2429810489,흑석동,10000,1,12,0,1,0.3507704240714033
2430142233,흑석동,31000,1,13,0,1,0.3349232525804506
2432905385,흑석동,7500,2,21,0,4,0.2981396930780204
2431990946,흑석동,12000,1,38,0,1,0.4513955098889318
2431878758,흑석동,10000,1,38,0,1,0.4513955098889318
2431878705,흑석동,17000,1,38,0,1,0.4513955098889318
2431974623,대방동,25000,1,31,0,2,0.8137975145418584
2430973414,대방동,29400,1,33,0,2,0.8615689449600759
2431920079,대방동,12000,2,33,0,2,0.5220478137849733
2433568589,대방동,25000,2,30,0,1,0.3374381266669635
2432411873,대방동,13000,2,31,0,1,0.349902094219705
2433019619,대방동,30000,2,30,0,1,0.2979276955308253
2430637539,대방동,30000,2,30,0,1,0.2979276955308253
2430111621,대방동,50000,2,14,0,2,1.3526069464977926
2434189009,대방동,45000,2,14,0,2,1.3526069464977926
2434178493,대방동,45000,2,14,0,2,1.3526069464977926
2433919416,마곡동,42000,1,30,1,3,0.2657676006642081
2433705233,마곡동,53000,1,33,1,4,0.3245389973971773
2430575089,방화동,6000,2,46,0,2,0.3137981883357508
2434417099,방화동,6000,2,46,0,2,0.3137981883357508
2433933488,방화동,90000,1,17,0,1,0.2777183212136197
2432092267,염창동,90000,1,19,0,1,0.2797171642801179
2433757234,염창동,90000,0,9,0,0,0.6827782198138389
2434781254,염창동,90000,0,8,0,0,0.7417691412441405
2434785541,염창동,90000,0,12,0,1,0.5803651749238178
2432094055,염창동,85000,0,13,0,1,0.5336638716477392
2433979855,염창동,72000,1,15,0,5,0.6070896451467461
2434292483,내발산동,60000,0,14,0,5,0.7143639440979528
2432260848,내발산동,24000,1,21,0,4,0.2840523705925326
2434084352,내발산동,63000,1,20,1,1,0.2908432551888843
2434123054,내발산동,50000,2,26,0,2,0.4033223148776939
2434387008,내발산동,46000,2,15,0,1,0.3510069817863604
2434379327,공항동,47000,2,15,0,1,0.2640662867099109
2432260135,등촌동,23550,2,21,1,5,0.4642756050885602
2434238528,등촌동,25000,1,19,1,2,0.1312670514411991
2432118210,등촌동,48000,1,18,1,2,0.0794994169940042
2434138872,등촌동,36000,1,18,1,2,0.0794994169940042
2434076735,등촌동,32000,1,18,1,2,0.0747381710466252
2432881366,등촌동,42000,1,19,1,5,0.6544919696698326
2434416082,등촌동,18000,2,23,1,1,0.94477117619775
2434335464,사당동,8000,2,25,0,2,0.8192773641219078
2434437727,사당동,17000,1,21,1,1,0.2585471231358821
2434406145,사당동,29700,2,17,0,3,0.4560451765311466
2434192348,사당동,26200,1,12,0,2,0.6650709920177008
2434400521,사당동,14500,1,14,0,2,0.6508684334508718
2434204249,사당동,11600,1,26,0,1,0.3782462689580481
2434415632,상도동,15000,1,54,0,1,0.7694480636620911
2434322282,상도동,33000,0,12,0,1,0.3761853421446145
2429625964,상도동,50000,0,12,0,2,0.3511156326091321
2433709990,상도동,35000,0,12,0,1,0.3761853421446145
2434421631,노량진동,26300,1,17,1,3,0.2871941249453552
2432095429,대방동,40000,1,27,0,1,0.2740093507232662
2433990168,대방동,48000,0,9,0,5,0.4224871353680874
2429806019,대방동,25650,2,17,0,4,0.200977365439031
2433925835,대방동,35000,1,16,0,3,0.3636709810729377
2434642081,동작동,8000,2,47,0,1,0.3321566740416253
2433540422,동작동,14000,2,38,0,0,0.2930549737640616
2430745727,동작동,10000,2,38,0,0,0.2930549737640616
2429785939,사당동,13000,2,22,0,3,0.2647245218275807
2431938745,사당동,10000,1,19,0,3,0.390147576929352
2433101656,사당동,7500,1,19,0,3,0.472136885273663
2433561832,사당동,17000,0,27,0,5,0.7183351611369393
2433477974,사당동,17000,0,27,0,5,0.7188027011820332
2431756407,사당동,48000,3,37,0,0,0.5298878095390251
2432612791,화곡동,10000,0,20,0,6,0.4363212382329279
2431889716,화곡동,35000,0,20,0,5,0.518253806320512
2430697120,화곡동,5000,0,15,0,5,0.6023151228371102
2429545483,화곡동,10000,0,15,0,5,0.6390330070914441
2432687451,화곡동,3500,0,17,0,5,0.4437131683131284
2432686883,화곡동,44200,0,20,0,5,0.4260636382047658
2433492023,화곡동,18000,0,25,1,4,0.2960467346492998
2430144030,화곡동,8000,0,16,1,4,0.1867059798332206
2432678782,화곡동,5000,0,17,1,4,0.1476005692224562
2429924789,화곡동,35000,0,7,0,2,0.7379685265243393
2434635542,화곡동,16000,0,10,2,0,0.2673872665632102
2433092000,화곡동,12000,0,8,0,5,0.6747313217090987
2430362732,화곡동,16000,2,28,0,2,0.2855973899787326
2432670648,화곡동,10000,3,34,1,2,0.4642250997390609
2431849781,화곡동,10000,3,34,1,2,0.5027384236600475
2431150993,화곡동,37000,1,35,1,2,0.3604696251830329
2432863269,화곡동,57000,1,34,0,3,0.4448871875532496
2433615330,가양동,34000,0,21,0,2,0.6224428916546338
2432417542,공항동,18000,0,17,0,1,0.6780008563544317
2432413817,내발산동,15000,0,14,0,1,0.7202173018501767
2432920670,내발산동,20000,0,12,0,2,0.7045625080991861
2434421965,등촌동,90000,2,24,1,4,0.44088049913269
2431956554,등촌동,75000,2,24,1,1,0.2687392133036294
2433765239,등촌동,10000,2,19,1,1,0.2347174991460982
2434288091,등촌동,100000,0,5,0,0,0.5374694674642085
2434772483,등촌동,110000,0,8,0,3,0.928605775468502
2434281231,등촌동,75000,0,7,0,3,0.8420370870782188
2434229895,등촌동,65000,2,29,0,2,0.4025025076795206
2433905762,등촌동,43000,1,20,0,2,0.7262379070275032
2431924603,등촌동,50000,1,18,0,2,0.6113654268817588
2431917341,등촌동,45000,1,20,0,2,0.7262379070275032
2433653436,등촌동,42000,1,22,0,1,0.6438026718633606
2433668572,등촌동,50000,1,22,0,2,0.6323388582018483
2434783110,등촌동,38500,2,28,0,2,0.3295340854057689
2434761715,등촌동,50000,1,18,0,1,0.4783548101064399
2434743806,등촌동,65000,1,20,0,2,0.5443151990696308
2429549382,등촌동,90000,2,30,0,2,0.3874546302950991
2434652516,대방동,55000,2,28,0,2,0.3295340854057689
2434300845,대방동,60000,1,21,0,2,0.7053277522688484
2434359415,대방동,65000,1,18,0,2,0.8302538605114482
2429615526,대방동,27000,0,17,0,3,0.7698447765611794
2434400579,대방동,15750,1,53,0,1,0.7601608914961079
2434422546,동작동,38000,0,16,0,1,0.531890987787803
2432842411,동작동,33000,0,16,0,1,0.531890987787803
2434408487,동작동,18500,1,21,1,1,0.2489951191962413
2434408232,동작동,22900,1,18,1,0,0.2756661338233719
2433088584,사당동,6000,2,14,1,0,1.1109122649456238
2433082469,사당동,6000,2,14,1,0,1.1109122649456238
2433032525,사당동,10000,2,27,1,1,0.9227583473021684
2432936175,사당동,15000,2,15,0,1,0.3658613092792117
2433131110,사당동,9000,0,9,1,4,0.2201959568850735
2433077095,사당동,20400,1,14,1,4,1.2058026758118308
2432864364,사당동,26250,1,19,0,2,0.2588355140851734
2433409365,사당동,18500,1,16,1,3,0.3474348977292459
2434414735,사당동,13000,1,19,0,6,0.495479352117745
2433783057,상도동,27000,1,22,0,6,0.5639979849475151
2430897684,상도동,27000,1,15,0,4,0.4379618977114096
2434278005,상도동,21900,1,18,0,3,0.4183115382463535
2432299419,상도동,68000,1,33,0,7,0.6811290109211138
2433017893,내발산동,40000,1,32,0,6,0.7646317185472671
2429977413,등촌동,40000,1,32,0,6,0.7562670572708127
2432254457,등촌동,35000,1,27,0,5,0.6655059191182482
2432181410,등촌동,40000,2,36,0,5,0.5735776018108689
2433061661,마곡동,48000,0,17,0,2,0.3887789047047486
2431985852,방화동,35400,1,16,0,3,0.9140685436391628
2434622428,방화동,13000,0,24,0,2,0.5212617100488618
2432881668,방화동,5000,0,28,0,4,0.5003284764078735
2431974144,방화동,10000,1,33,1,2,0.2194101655992506
2431932850,방화동,15000,1,33,1,2,0.2194101655992506
2433099426,등촌동,22000,1,23,1,3,0.2432241384502961
2432639868,등촌동,4000,1,23,1,3,0.2610450475985094
2431982640,등촌동,10000,1,23,1,3,0.2610450475985094
2429903940,등촌동,11000,1,23,1,3,0.2610450475985094
2432665454,등촌동,15000,1,23,1,3,0.286912980589135
2432542225,등촌동,13000,1,20,1,3,0.3388170850281041
2432544063,등촌동,13000,1,20,1,3,0.3388170850281041
2430733270,등촌동,20000,1,20,0,3,0.3655830712340812
2431663295,등촌동,20000,1,20,0,3,0.3655830712340812
2432411171,등촌동,46000,1,22,1,3,0.2333550301705218
2432723505,등촌동,10000,1,24,1,3,0.1681025260201435
2432404066,등촌동,37000,1,24,1,4,0.1549000076163962
2430106869,등촌동,13000,1,19,1,3,0.2594222175111189
2430093230,등촌동,13000,1,19,1,3,0.2594222175111189
2432946440,등촌동,22000,0,17,0,3,0.4744730177287138
2433033919,등촌동,7000,1,16,1,2,0.3582129048648472
2432951179,등촌동,14000,1,16,1,2,0.3582129048648472
2432640192,등촌동,12000,1,16,1,2,0.3582129048648472
2432951825,등촌동,11000,1,16,1,1,0.3666524933690956
2432637801,등촌동,13000,1,16,1,1,0.3666524933690956
2432613107,등촌동,13000,1,16,1,1,0.3666524933690956
2430132437,등촌동,8000,1,13,1,1,0.4618353164187267
2432027466,등촌동,12000,0,7,0,1,0.5159004280534218
2430972727,등촌동,16000,1,10,0,2,0.5140962717422406
2431994831,등촌동,28000,1,9,1,1,0.466034777061758
2433364978,등촌동,5000,1,10,1,1,0.462498874160974
